cell,vdd,temp,proc,cload,drive,wp,wn,tpHL_ps,tpLH_ps,tpd_ps,slew_HL_v_per_ps,power_uw,source
inv,1.62,-40,ff,1e-15,1,8.4e-07,4.2e-07,1.7045828359763597,1.8590619972898288,1.7818224166330943,0.76030332621393,0.659303468580462,synthetic
inv,1.62,-40,ff,1e-15,2,1.68e-06,8.4e-07,0.8811140634483099,0.9411058404365156,0.9111099519424127,1.4708651850680958,1.3434309072608805,synthetic
inv,1.62,-40,ff,1e-15,4,3.36e-06,1.68e-06,0.43137600982522367,0.47167552819523656,0.4515257690102301,3.0043395332185665,2.691950157083139,synthetic
inv,1.62,-40,ff,1e-15,8,6.72e-06,3.36e-06,0.21426353309170246,0.23815632589187627,0.22620992949178936,6.048626106829511,5.0703480621341575,synthetic
inv,1.62,-40,ff,5e-15,1,8.4e-07,4.2e-07,8.6607986237687,9.28993044962406,8.97536453669638,0.1496397799209021,3.294516828815385,synthetic
inv,1.62,-40,ff,5e-15,2,1.68e-06,8.4e-07,4.36028300908777,4.764263844045635,4.562273426566702,0.29722841322429233,6.592205367394631,synthetic
inv,1.62,-40,ff,5e-15,4,3.36e-06,1.68e-06,2.1813162904926084,2.377781060657365,2.2795486755749867,0.5941366713523804,13.301814140016853,synthetic
inv,1.62,-40,ff,5e-15,8,6.72e-06,3.36e-06,1.0761229826201082,1.1743111833096898,1.125217082964899,1.2043233170659946,25.94345012129724,synthetic
inv,1.62,-40,ff,1e-14,1,8.4e-07,4.2e-07,17.271527131265167,18.529910506737725,17.900718819001447,0.07503679264434947,6.468607537377898,synthetic
inv,1.62,-40,ff,1e-14,2,1.68e-06,8.4e-07,8.740833775224482,9.37884288090721,9.059838328065847,0.14826960829222682,13.29778146275595,synthetic
inv,1.62,-40,ff,1e-14,4,3.36e-06,1.68e-06,4.373589172610722,4.747401334717139,4.56049525366393,0.29632412850207884,25.9107287729614,synthetic
inv,1.62,-40,ff,1e-14,8,6.72e-06,3.36e-06,2.1360867199329654,2.3942089148569066,2.265147817394936,0.6067169407994218,50.20931881642372,synthetic
inv,1.62,-40,ff,2e-14,1,8.4e-07,4.2e-07,33.98914756821716,37.56711418699163,35.7781308776044,0.038129817683685424,13.27937512209195,synthetic
inv,1.62,-40,ff,2e-14,2,1.68e-06,8.4e-07,17.1731489077158,18.74575542775503,17.959452167735414,0.07546664895089303,27.26690842341293,synthetic
inv,1.62,-40,ff,2e-14,4,3.36e-06,1.68e-06,8.730859275633911,9.320444457879796,9.025651866756853,0.14843899770746255,51.01788825634926,synthetic
inv,1.62,-40,ff,2e-14,8,6.72e-06,3.36e-06,4.298797777422752,4.746793681266498,4.522795729344625,0.3014796385181412,103.90828991472789,synthetic
inv,1.62,-40,ff,5e-14,1,8.4e-07,4.2e-07,86.1951266139679,96.68947946384296,91.44230303890544,0.015035652836896974,33.23253802879566,synthetic
inv,1.62,-40,ff,5e-14,2,1.68e-06,8.4e-07,43.33401655240683,47.50804556041347,45.42103105641015,0.02990722077268461,62.76372432520721,synthetic
inv,1.62,-40,ff,5e-14,4,3.36e-06,1.68e-06,21.645281232802397,23.699363026170275,22.672322129486336,0.05987448192800442,132.13595317361893,synthetic
inv,1.62,-40,ff,5e-14,8,6.72e-06,3.36e-06,11.048974391482188,11.595285586279934,11.322129988881061,0.11729595472672152,260.5555052737794,synthetic
inv,1.62,-40,ss,1e-15,1,8.4e-07,4.2e-07,2.435107039839884,2.6285993020614455,2.531853170950665,0.5322147974592593,0.6604301947306165,synthetic
inv,1.62,-40,ss,1e-15,2,1.68e-06,8.4e-07,1.2550267218061393,1.3371850596044705,1.296105890705305,1.0326473352972878,1.3262485861144797,synthetic
inv,1.62,-40,ss,1e-15,4,3.36e-06,1.68e-06,0.6155500998269743,0.6829876338769628,0.6492688668519686,2.105433823119019,2.5740310823235473,synthetic
inv,1.62,-40,ss,1e-15,8,6.72e-06,3.36e-06,0.30295562537815846,0.33077569345981106,0.31686565941898476,4.277854218360506,5.032021492461195,synthetic
inv,1.62,-40,ss,5e-15,1,8.4e-07,4.2e-07,12.329958012771623,13.417019582237762,12.873488797504692,0.10510984698062856,3.1357505985265215,synthetic
inv,1.62,-40,ss,5e-15,2,1.68e-06,8.4e-07,6.096412777563925,6.563229399088311,6.329821088326118,0.21258403052522157,6.725968452358651,synthetic
inv,1.62,-40,ss,5e-15,4,3.36e-06,1.68e-06,3.222390802266775,3.2960406518327443,3.2592157270497597,0.4021858550143376,13.28513641750343,synthetic
inv,1.62,-40,ss,5e-15,8,6.72e-06,3.36e-06,1.4873380127902716,1.6822508949070853,1.5847944538486785,0.8713553939018086,26.45477458853255,synthetic
inv,1.62,-40,ss,1e-14,1,8.4e-07,4.2e-07,24.25802550136931,26.499203186497954,25.378614343933634,0.05342561784044806,6.440520987041058,synthetic
inv,1.62,-40,ss,1e-14,2,1.68e-06,8.4e-07,12.392849763296079,13.14387154282658,12.768360653061329,0.10457643114809359,13.183823739060538,synthetic
inv,1.62,-40,ss,1e-14,4,3.36e-06,1.68e-06,6.066488033021262,6.710299915773687,6.3883939743974745,0.2136326640628944,24.92548862397537,synthetic
inv,1.62,-40,ss,1e-14,8,6.72e-06,3.36e-06,3.053284554773944,3.3112857644262306,3.182285159600087,0.42446092945174324,55.27185315911943,synthetic
inv,1.62,-40,ss,2e-14,1,8.4e-07,4.2e-07,49.665020222290366,52.76165700810314,51.213338615196754,0.026094824772030137,12.92544729467908,synthetic
inv,1.62,-40,ss,2e-14,2,1.68e-06,8.4e-07,24.03363060745971,26.546367378388872,25.28999899292429,0.05392443701775709,25.673015014869716,synthetic
inv,1.62,-40,ss,2e-14,4,3.36e-06,1.68e-06,12.43778160109753,13.6983724173868,13.068077009242165,0.10419864583292242,53.80831863977141,synthetic
inv,1.62,-40,ss,2e-14,8,6.72e-06,3.36e-06,6.140955390323769,6.530462881181164,6.335709135752467,0.21104208020173737,106.18831837853787,synthetic
inv,1.62,-40,ss,5e-14,1,8.4e-07,4.2e-07,122.55194312538038,132.87290768199338,127.71242540368688,0.010575107721254891,32.16059068954316,synthetic
inv,1.62,-40,ss,5e-14,2,1.68e-06,8.4e-07,61.39041319886414,67.11562158707099,64.25301739296756,0.02111078802812129,63.19764017517692,synthetic
inv,1.62,-40,ss,5e-14,4,3.36e-06,1.68e-06,30.35856171544592,32.77521211996762,31.566886917706768,0.04268976943465071,137.4362506399853,synthetic
inv,1.62,-40,ss,5e-14,8,6.72e-06,3.36e-06,15.355600937490928,16.674776229917036,16.01518858370398,0.08439917169479164,264.69036636231874,synthetic
inv,1.62,-40,fs,1e-15,1,8.4e-07,4.2e-07,2.1817401138864474,2.3532153788071972,2.267477746346822,0.5940212547549341,0.6480117193154997,synthetic
inv,1.62,-40,fs,1e-15,2,1.68e-06,8.4e-07,1.0909940382436283,1.1718399871320326,1.1314170126878305,1.1879074995555496,1.3726565703809146,synthetic
inv,1.62,-40,fs,1e-15,4,3.36e-06,1.68e-06,0.5316190675018199,0.5902879391750724,0.5609535033384461,2.4378358099346458,2.516682089924991,synthetic
inv,1.62,-40,fs,1e-15,8,6.72e-06,3.36e-06,0.27775346239014587,0.2907887386228191,0.2842711005064825,4.6660084408941636,5.2205321865996694,synthetic
inv,1.62,-40,fs,5e-15,1,8.4e-07,4.2e-07,10.85974944517325,11.428252606381811,11.14400102577753,0.11933976990380966,3.1715500992016907,synthetic
inv,1.62,-40,fs,5e-15,2,1.68e-06,8.4e-07,5.358433850228046,5.730994766230604,5.5447143082293255,0.24186171486372735,6.4833298736675475,synthetic
inv,1.62,-40,fs,5e-15,4,3.36e-06,1.68e-06,2.681596827331235,2.914582800933928,2.7980898141325814,0.4832941278834219,13.25488959688019,synthetic
inv,1.62,-40,fs,5e-15,8,6.72e-06,3.36e-06,1.3631993234767534,1.4741273836499271,1.4186633535633404,0.9507046971639,26.75098589072274,synthetic
inv,1.62,-40,fs,1e-14,1,8.4e-07,4.2e-07,21.038179839531505,22.813584906039303,21.925882372785402,0.06160228735970633,6.395026985898255,synthetic
inv,1.62,-40,fs,1e-14,2,1.68e-06,8.4e-07,10.520339429682169,11.599868903099372,11.06010416639077,0.12318994160430372,12.990468966333719,synthetic
inv,1.62,-40,fs,1e-14,4,3.36e-06,1.68e-06,5.349543723931544,5.952190702906806,5.6508672134191755,0.24226365216948448,26.26811678674944,synthetic
inv,1.62,-40,fs,1e-14,8,6.72e-06,3.36e-06,2.6643599763076544,2.9053992020999586,2.7848795892038067,0.48642075827757847,54.06698258203765,synthetic
inv,1.62,-40,fs,2e-14,1,8.4e-07,4.2e-07,43.787142456145055,46.19226006702111,44.98970126158308,0.029597729545790916,13.061177294306486,synthetic
inv,1.62,-40,fs,2e-14,2,1.68e-06,8.4e-07,21.29167438877288,23.169598858320054,22.230636623546467,0.06086886246407104,26.43492257370366,synthetic
inv,1.62,-40,fs,2e-14,4,3.36e-06,1.68e-06,10.646751985815158,11.788256024403879,11.217504005109518,0.12172726496556718,52.630488829742525,synthetic
inv,1.62,-40,fs,2e-14,8,6.72e-06,3.36e-06,5.520063556957352,5.689975423511923,5.605019490234637,0.2347799054535439,110.88670919741716,synthetic
inv,1.62,-40,fs,5e-14,1,8.4e-07,4.2e-07,106.22206698532133,115.73817454166786,110.9801207634946,0.012200854650842866,31.36475355389211,synthetic
inv,1.62,-40,fs,5e-14,2,1.68e-06,8.4e-07,53.57369604044501,57.6735549936642,55.623625517054606,0.024190976090609766,67.9834816819943,synthetic
inv,1.62,-40,fs,5e-14,4,3.36e-06,1.68e-06,26.490972836925987,29.0777315399823,27.784352188454143,0.04892232565326914,122.7669820055308,synthetic
inv,1.62,-40,fs,5e-14,8,6.72e-06,3.36e-06,13.266318503029632,14.682158571176533,13.974238537103084,0.09769100596401575,258.27161750046145,synthetic
inv,1.62,-40,sf,1e-15,1,8.4e-07,4.2e-07,1.9253775455528888,2.0897635464979087,2.0075705460253985,0.6731147368958449,0.6215026320729276,synthetic
inv,1.62,-40,sf,1e-15,2,1.68e-06,8.4e-07,0.9782549770825661,1.0160472663565547,0.9971511217195604,1.3248079798837722,1.2615193226655668,synthetic
inv,1.62,-40,sf,1e-15,4,3.36e-06,1.68e-06,0.489560160741627,0.5113964612262375,0.5004783109839323,2.647274234971878,2.8531217483686366,synthetic
inv,1.62,-40,sf,1e-15,8,6.72e-06,3.36e-06,0.2392985748992671,0.2611600193810179,0.2502292971401425,5.415828324700857,5.3025827032732975,synthetic
inv,1.62,-40,sf,5e-15,1,8.4e-07,4.2e-07,9.791669817831448,10.82014732217523,10.30590857000334,0.13235740421310738,3.256360980791608,synthetic
inv,1.62,-40,sf,5e-15,2,1.68e-06,8.4e-07,4.919686022942964,5.283617235948651,5.101651629445808,0.26343144541259383,6.48696120049978,synthetic
inv,1.62,-40,sf,5e-15,4,3.36e-06,1.68e-06,2.393681361452106,2.665959173578323,2.5298202675152144,0.5414254465405509,13.028240523946936,synthetic
inv,1.62,-40,sf,5e-15,8,6.72e-06,3.36e-06,1.21472823120487,1.3098662929982317,1.262297262101551,1.0669053099346495,25.806779774079416,synthetic
inv,1.62,-40,sf,1e-14,1,8.4e-07,4.2e-07,19.731928151346978,20.949783361683867,20.340855756515424,0.06568035267813047,6.591593154564985,synthetic
inv,1.62,-40,sf,1e-14,2,1.68e-06,8.4e-07,9.760592846206087,10.562743273095206,10.161668059650648,0.1327788199365115,13.122033222184367,synthetic
inv,1.62,-40,sf,1e-14,4,3.36e-06,1.68e-06,4.840806613230411,5.211168863933876,5.025987738582144,0.2677239773342529,26.167404315337095,synthetic
inv,1.62,-40,sf,1e-14,8,6.72e-06,3.36e-06,2.5202110821359525,2.6463021455190425,2.5832566138274977,0.5142426399068138,53.09556941551757,synthetic
inv,1.62,-40,sf,2e-14,1,8.4e-07,4.2e-07,38.158876857759566,42.274075345513026,40.216476101636296,0.03396326377296034,13.590905334912964,synthetic
inv,1.62,-40,sf,2e-14,2,1.68e-06,8.4e-07,19.587106296445832,21.017056610316377,20.302081453381106,0.0661659757385993,24.87045256073548,synthetic
inv,1.62,-40,sf,2e-14,4,3.36e-06,1.68e-06,9.855955465733325,10.580903043716608,10.218429254724967,0.1314941006486754,50.7394714270936,synthetic
inv,1.62,-40,sf,2e-14,8,6.72e-06,3.36e-06,4.850445018653905,5.227043193453955,5.0387441060539295,0.26719197826505126,105.14123263872736,synthetic
inv,1.62,-40,sf,5e-14,1,8.4e-07,4.2e-07,96.82778835853861,105.11421991766328,100.97100413810094,0.013384587440963836,32.557016463237694,synthetic
inv,1.62,-40,sf,5e-14,2,1.68e-06,8.4e-07,49.39654179513246,51.97213521496929,50.684338505050874,0.02623665448838583,60.558046190714926,synthetic
inv,1.62,-40,sf,5e-14,4,3.36e-06,1.68e-06,24.28826531705904,26.21964387865592,25.25395459785748,0.05335910091074908,132.38520993980225,synthetic
inv,1.62,-40,sf,5e-14,8,6.72e-06,3.36e-06,11.893647766463241,13.349699423069238,12.62167359476624,0.10896572905533303,265.0223740423779,synthetic
inv,1.62,27,tt,1e-15,1,8.4e-07,4.2e-07,3.0826897176302364,3.444435889851854,3.263562803741045,0.4204120812380292,0.6731027267936216,synthetic
inv,1.62,27,tt,1e-15,2,1.68e-06,8.4e-07,1.5327793935411136,1.6625494796235685,1.597664436582341,0.8455228491856925,1.2707515972276286,synthetic
inv,1.62,27,tt,1e-15,4,3.36e-06,1.68e-06,0.7767832649766117,0.8200544577108106,0.7984188613437111,1.668419053851555,2.6702736125121764,synthetic
inv,1.62,27,tt,1e-15,8,6.72e-06,3.36e-06,0.3959657902262533,0.41903725930795566,0.40750152476710444,3.273010022556421,5.317940344810968,synthetic
inv,1.62,27,tt,5e-15,1,8.4e-07,4.2e-07,15.724833566489856,16.886648469618855,16.305741018054356,0.08241740648764763,3.3619864564194826,synthetic
inv,1.62,27,tt,5e-15,2,1.68e-06,8.4e-07,7.676162976448985,8.304786570881967,7.990474773665476,0.16883435174268974,6.423726068859807,synthetic
inv,1.62,27,tt,5e-15,4,3.36e-06,1.68e-06,3.839229510750937,4.258940492518341,4.049085001634639,0.33756773237203735,13.429980035796138,synthetic
inv,1.62,27,tt,5e-15,8,6.72e-06,3.36e-06,1.9422875122306988,2.0557079593888488,1.9989977358097737,0.667254457354543,26.8351741722079,synthetic
inv,1.62,27,tt,1e-14,1,8.4e-07,4.2e-07,31.564811290683796,33.70085781981828,32.63283455525104,0.04105837947406036,6.251575316479774,synthetic
inv,1.62,27,tt,1e-14,2,1.68e-06,8.4e-07,15.197224617665725,16.85646250324307,16.026843560454395,0.08527872901828994,12.917973957254093,synthetic
inv,1.62,27,tt,1e-14,4,3.36e-06,1.68e-06,7.859940386012849,8.407393744724047,8.133667065368448,0.16488674676290116,25.693718094971384,synthetic
inv,1.62,27,tt,1e-14,8,6.72e-06,3.36e-06,3.809189248912535,4.123917430254434,3.9665533395834847,0.34022987972309027,50.57235572637851,synthetic
inv,1.62,27,tt,2e-14,1,8.4e-07,4.2e-07,61.328670554507696,66.02673102199363,63.67770078825066,0.02113204131578462,13.576800136133764,synthetic
inv,1.62,27,tt,2e-14,2,1.68e-06,8.4e-07,30.253404837306885,34.329683677912946,32.291544257609914,0.042838153489482354,26.483634013100108,synthetic
inv,1.62,27,tt,2e-14,4,3.36e-06,1.68e-06,15.462570654652223,16.61331184696185,16.037941250807037,0.08381530011700045,55.032948413115264,synthetic
inv,1.62,27,tt,2e-14,8,6.72e-06,3.36e-06,7.490592585481031,8.211599813822216,7.851096199651623,0.1730170190422623,106.83692946424668,synthetic
inv,1.62,27,tt,5e-14,1,8.4e-07,4.2e-07,153.67903530434717,161.67783629466848,157.67843579950784,0.008433160693866874,33.16751816038935,synthetic
inv,1.62,27,tt,5e-14,2,1.68e-06,8.4e-07,77.14711549559115,84.538621830855,80.84286866322307,0.016799072676593654,67.2117310709605,synthetic
inv,1.62,27,tt,5e-14,4,3.36e-06,1.68e-06,38.9709583710534,42.022587597671176,40.49677298436229,0.033255533201427115,132.1427425541977,synthetic
inv,1.62,27,tt,5e-14,8,6.72e-06,3.36e-06,19.120178985818754,21.07587138811572,20.098025186967234,0.067781792260482,261.27847719473164,synthetic
inv,1.62,27,ff,1e-15,1,8.4e-07,4.2e-07,2.621941950744334,2.818781608322764,2.7203617795335493,0.49429011944070056,0.6757795406519355,synthetic
inv,1.62,27,ff,1e-15,2,1.68e-06,8.4e-07,1.2924959455200034,1.4037112790811512,1.3481036123005774,1.0027110758003865,1.3705189790891434,synthetic
inv,1.62,27,ff,1e-15,4,3.36e-06,1.68e-06,0.6437791856125503,0.7090396708891488,0.6764094282508495,2.0131126152624326,2.640327971095254,synthetic
inv,1.62,27,ff,1e-15,8,6.72e-06,3.36e-06,0.3297884607747455,0.3571892025692154,0.3434888316719804,3.929791833696703,5.458063450412571,synthetic
inv,1.62,27,ff,5e-15,1,8.4e-07,4.2e-07,13.302704343183095,14.171659009501923,13.737181676342509,0.0974237994445189,3.335033375477811,synthetic
inv,1.62,27,ff,5e-15,2,1.68e-06,8.4e-07,6.678288882288862,7.264590692099049,6.9714397871939555,0.19406168598621926,6.166646707252549,synthetic
inv,1.62,27,ff,5e-15,4,3.36e-06,1.68e-06,3.3071483753126416,3.6157670171213634,3.4614576962170025,0.3918783958029953,13.16446821572008,synthetic
inv,1.62,27,ff,5e-15,8,6.72e-06,3.36e-06,1.6298199610675106,1.8236079941696226,1.7267139776185667,0.7951798548050285,25.258553115389958,synthetic
inv,1.62,27,ff,1e-14,1,8.4e-07,4.2e-07,25.535884238089178,28.108542187385964,26.822213212737573,0.050752109772916894,6.647533673162326,synthetic
inv,1.62,27,ff,1e-14,2,1.68e-06,8.4e-07,13.184475778734791,14.204586464319954,13.694531121527373,0.09829742355705302,12.565850582146933,synthetic
inv,1.62,27,ff,1e-14,4,3.36e-06,1.68e-06,6.392191085801988,6.917351975058689,6.654771530430338,0.20274738076566734,25.87256129319587,synthetic
inv,1.62,27,ff,1e-14,8,6.72e-06,3.36e-06,3.3079773533186705,3.533855946018058,3.4209166496683645,0.391780191209535,52.70568048857689,synthetic
inv,1.62,27,ff,2e-14,1,8.4e-07,4.2e-07,52.83687717913702,56.97844875417832,54.90766296665767,0.024528323193781298,13.330665272007074,synthetic
inv,1.62,27,ff,2e-14,2,1.68e-06,8.4e-07,25.928187916111018,28.190044375161452,27.059116145636235,0.04998421039654313,26.39892575641996,synthetic
inv,1.62,27,ff,2e-14,4,3.36e-06,1.68e-06,13.13498867251524,14.342291725442909,13.738640198979073,0.09866776685630953,53.30865080756602,synthetic
inv,1.62,27,ff,2e-14,8,6.72e-06,3.36e-06,6.514742715951035,7.074258642231537,6.794500679091286,0.19893341249329868,107.58838772866558,synthetic
inv,1.62,27,ff,5e-14,1,8.4e-07,4.2e-07,126.52711549519897,140.69555087638227,133.6113331857906,0.010242863712870911,31.346307241106647,synthetic
inv,1.62,27,ff,5e-14,2,1.68e-06,8.4e-07,63.438589301790714,69.66698621988662,66.55278776083867,0.02042920585504598,67.08511074483411,synthetic
inv,1.62,27,ff,5e-14,4,3.36e-06,1.68e-06,32.67030995271561,35.25324303163198,33.9617764921738,0.03966904513228454,135.5078135975517,synthetic
inv,1.62,27,ff,5e-14,8,6.72e-06,3.36e-06,16.555102610741514,17.959519592088004,17.257311101414757,0.07828402097363693,273.0970524257578,synthetic
inv,1.62,27,ss,1e-15,1,8.4e-07,4.2e-07,3.6655086641922923,4.038318147094488,3.85191340564339,0.3535662083302096,0.6444004178676724,synthetic
inv,1.62,27,ss,1e-15,2,1.68e-06,8.4e-07,1.8030348306128408,1.9884511025854261,1.8957429665991334,0.7187881110202944,1.2981063150572623,synthetic
inv,1.62,27,ss,1e-15,4,3.36e-06,1.68e-06,0.9466992767271997,0.9911853513079637,0.9689423140175817,1.3689669273651033,2.5155780849313354,synthetic
inv,1.62,27,ss,1e-15,8,6.72e-06,3.36e-06,0.45862362102090093,0.5073456326488006,0.48298462683485077,2.8258465996912476,5.323547702337771,synthetic
inv,1.62,27,ss,5e-15,1,8.4e-07,4.2e-07,18.103457759549705,20.350452571380718,19.226955165465213,0.07158853392614187,3.3718583484252127,synthetic
inv,1.62,27,ss,5e-15,2,1.68e-06,8.4e-07,9.12779868297179,9.994889143362773,9.561343913167281,0.1419838501059112,6.350440632885851,synthetic
inv,1.62,27,ss,5e-15,4,3.36e-06,1.68e-06,4.605745335945714,4.947130275081316,4.776437805513515,0.28138768113931945,13.047502072746976,synthetic
inv,1.62,27,ss,5e-15,8,6.72e-06,3.36e-06,2.324130058166848,2.499681036436263,2.4119055473015556,0.5576280016886048,27.283783334630442,synthetic
inv,1.62,27,ss,1e-14,1,8.4e-07,4.2e-07,36.2604689214755,40.46867766409192,38.36457329278371,0.03574140209842779,6.771061388253865,synthetic
inv,1.62,27,ss,1e-14,2,1.68e-06,8.4e-07,18.60922274999491,19.717991233252217,19.163606991623563,0.06964288715391699,13.272920234375414,synthetic
inv,1.62,27,ss,1e-14,4,3.36e-06,1.68e-06,9.252702774646524,9.954204520033642,9.603453647340082,0.1400671816186715,27.780071208838642,synthetic
inv,1.62,27,ss,1e-14,8,6.72e-06,3.36e-06,4.715475171631303,5.101350230881003,4.908412701256153,0.2748397463307295,52.74024251586081,synthetic
inv,1.62,27,ss,2e-14,1,8.4e-07,4.2e-07,74.02479586069542,81.5672607055056,77.79602828310051,0.01750764706516578,13.253116482884904,synthetic
inv,1.62,27,ss,2e-14,2,1.68e-06,8.4e-07,37.03695175883818,39.87264449648794,38.45479812766306,0.03499208056966335,25.58787207169992,synthetic
inv,1.62,27,ss,2e-14,4,3.36e-06,1.68e-06,17.795085906347776,20.102827595991698,18.94895675116974,0.07282909488724061,50.728522280322046,synthetic
inv,1.62,27,ss,2e-14,8,6.72e-06,3.36e-06,9.163358126169298,9.985438397761492,9.574398261965396,0.14143286578517558,111.07688335521605,synthetic
inv,1.62,27,ss,5e-14,1,8.4e-07,4.2e-07,184.8990957863428,204.2179769872516,194.5585363867972,0.007009228436128062,33.147197273479605,synthetic
inv,1.62,27,ss,5e-14,2,1.68e-06,8.4e-07,91.68919652119708,99.89729868579374,95.79324760349542,0.01413470778643355,65.97477647574429,synthetic
inv,1.62,27,ss,5e-14,4,3.36e-06,1.68e-06,46.291503142309416,50.49113820972631,48.39132067601786,0.027996498537017363,135.40795794376209,synthetic
inv,1.62,27,ss,5e-14,8,6.72e-06,3.36e-06,22.819496545622194,24.717987381161752,23.768741963391975,0.056793540445073114,282.89200478423436,synthetic
inv,1.62,27,fs,1e-15,1,8.4e-07,4.2e-07,3.2850531944929675,3.4589488110966653,3.3720010027948164,0.3945141595188177,0.6579013916669834,synthetic
inv,1.62,27,fs,1e-15,2,1.68e-06,8.4e-07,1.6241748762761055,1.7615227123912869,1.6928487943336963,0.797943632136127,1.3054917351598903,synthetic
inv,1.62,27,fs,1e-15,4,3.36e-06,1.68e-06,0.8050090011010335,0.8646359941245685,0.8348224976128009,1.6099198868924753,2.5573567740210263,synthetic
inv,1.62,27,fs,1e-15,8,6.72e-06,3.36e-06,0.41102994013328,0.4357723464997877,0.42340114331653383,3.1530549808117656,5.306515501509204,synthetic
inv,1.62,27,fs,5e-15,1,8.4e-07,4.2e-07,16.184027907848293,17.374589524406044,16.77930871612717,0.08007895237078262,3.2501219412384,synthetic
inv,1.62,27,fs,5e-15,2,1.68e-06,8.4e-07,8.00481306347565,8.998459356359827,8.501636209917738,0.16190259406723528,6.494942401733208,synthetic
inv,1.62,27,fs,5e-15,4,3.36e-06,1.68e-06,3.899682816923334,4.353869190905742,4.1267760039145385,0.33233472075620835,13.658898005388544,synthetic
inv,1.62,27,fs,5e-15,8,6.72e-06,3.36e-06,2.0230609815348592,2.2235300130805875,2.1232954973077236,0.6406134129564146,25.061048978989884,synthetic
inv,1.62,27,fs,1e-14,1,8.4e-07,4.2e-07,31.185892960375558,34.154969933726925,32.67043144705124,0.04155725159599192,7.037410286860657,synthetic
inv,1.62,27,fs,1e-14,2,1.68e-06,8.4e-07,16.13660042092847,17.678612803540407,16.90760661223444,0.0803143144276625,13.305083475271891,synthetic
inv,1.62,27,fs,1e-14,4,3.36e-06,1.68e-06,7.928822158443332,8.640863564289265,8.284842861366299,0.16345429044841187,26.322320604054752,synthetic
inv,1.62,27,fs,1e-14,8,6.72e-06,3.36e-06,4.0677224636668425,4.337820558431943,4.202771511049393,0.31860580744531003,53.03069215904034,synthetic
