cell,vdd,temp,proc,cload,drive,wp,wn,tpHL_ps,tpLH_ps,tpd_ps,slew_HL_v_per_ps,power_uw,source
dff,1.62,-40,ss,5e-15,2,1.68e-06,8.4e-07,17.05797411578176,18.9454140719525,18.00169409386713,0.07597619689204253,6.946622872425989,synthetic
dff,1.62,-40,ss,5e-15,4,3.36e-06,1.68e-06,8.55723441235648,9.220742236640316,8.8889883244984,0.15145080028760244,13.21657121995758,synthetic
dff,1.62,-40,ss,5e-15,8,6.72e-06,3.36e-06,4.282784949944797,4.680249339071894,4.481517144508345,0.30260683530624277,26.43400097921861,synthetic
dff,1.62,-40,ss,1e-14,1,8.4e-07,4.2e-07,71.56926546324685,74.11383664869791,72.84155105597239,0.018108331720486058,6.5265266281254855,synthetic
dff,1.62,-40,ss,1e-14,2,1.68e-06,8.4e-07,33.951034146199305,37.38251476479333,35.666774455496316,0.03817262220700522,14.179424142804526,synthetic
dff,1.62,-40,ss,1e-14,4,3.36e-06,1.68e-06,17.405280938855537,18.44215236822912,17.92371665354233,0.07446015979591636,26.792494856091913,synthetic
dff,1.62,-40,ss,1e-14,8,6.72e-06,3.36e-06,8.763662097606742,9.541175769944202,9.152418933775472,0.14788338317538777,50.74476595787488,synthetic
dff,1.62,-40,ss,2e-14,1,8.4e-07,4.2e-07,141.35228220238142,150.40218159953432,145.87723190095787,0.00916858206890816,13.301620406059785,synthetic
dff,1.62,-40,ss,2e-14,2,1.68e-06,8.4e-07,70.17886784813741,75.25253545825022,72.71570165319382,0.01846709757137236,27.480014211754458,synthetic
dff,1.62,-40,ss,2e-14,4,3.36e-06,1.68e-06,34.778053607333014,37.00566987773094,35.89186174253197,0.037264880163585014,53.316876836697915,synthetic
dff,1.62,-40,ss,2e-14,8,6.72e-06,3.36e-06,17.10008216950849,18.601421631145282,17.850751900326884,0.07578910949977333,103.73876688256796,synthetic
dff,1.62,-40,ss,5e-14,1,8.4e-07,4.2e-07,343.1654209324381,375.17485691903545,359.17013892573675,0.003776604287455742,33.233990556012806,synthetic
dff,1.62,-40,ss,5e-14,2,1.68e-06,8.4e-07,172.95698438993287,186.60363091654253,179.78030765323768,0.007493192625734953,66.04798349764377,synthetic
dff,1.62,-40,ss,5e-14,4,3.36e-06,1.68e-06,85.22833241487729,92.85360561323249,89.0409690140549,0.015206210931023369,124.64348129551796,synthetic
dff,1.62,-40,ss,5e-14,8,6.72e-06,3.36e-06,42.50329995151359,46.96668295007153,44.73499145079256,0.0304917500871329,263.22615815804176,synthetic
dff,1.62,-40,fs,1e-15,1,8.4e-07,4.2e-07,5.851422836209015,6.6072490026548865,6.229335919431951,0.2214845920859216,0.7004348351688148,synthetic
dff,1.62,-40,fs,1e-15,2,1.68e-06,8.4e-07,3.0449303359705397,3.2052400059406354,3.125085170955588,0.42562550107962116,1.2914545235261454,synthetic
dff,1.62,-40,fs,1e-15,4,3.36e-06,1.68e-06,1.5121549041455158,1.6765633200001488,1.5943591120728322,0.8570550519970309,2.6382593180302596,synthetic
dff,1.62,-40,fs,1e-15,8,6.72e-06,3.36e-06,0.7632464960135673,0.7854633259816866,0.7743549109976269,1.698009760633035,5.209550291141781,synthetic
dff,1.62,-40,fs,5e-15,1,8.4e-07,4.2e-07,30.470507952688962,32.714246761854334,31.592377357271648,0.04253293059676844,3.2779888795899237,synthetic
dff,1.62,-40,fs,5e-15,2,1.68e-06,8.4e-07,15.325683258559007,16.160538771777755,15.743111015168381,0.0845639295902985,6.692522973418206,synthetic
dff,1.62,-40,fs,5e-15,4,3.36e-06,1.68e-06,7.572489468116255,8.118983800709904,7.845736634413079,0.17114583063558825,13.875874128946839,synthetic
dff,1.62,-40,fs,5e-15,8,6.72e-06,3.36e-06,3.6754735763869,4.133607166936056,3.904540371661478,0.3526076226819203,25.38070285579157,synthetic
dff,1.62,-40,fs,1e-14,1,8.4e-07,4.2e-07,59.029345630359735,65.09066400927247,62.0600048198161,0.02195518154843727,6.3943032988282065,synthetic
dff,1.62,-40,fs,1e-14,2,1.68e-06,8.4e-07,30.151911249527767,32.503532414460985,31.327721831994374,0.04298234991721455,13.21516819144414,synthetic
dff,1.62,-40,fs,1e-14,4,3.36e-06,1.68e-06,15.08086000886942,16.01761783381602,15.54923892134272,0.08593674360996595,26.664787757602678,synthetic
dff,1.62,-40,fs,1e-14,8,6.72e-06,3.36e-06,7.704774293876102,8.207258617503474,7.956016455689788,0.1682073933080798,51.93761331165578,synthetic
dff,1.62,-40,fs,2e-14,1,8.4e-07,4.2e-07,122.24290641309473,131.7081590584422,126.97553273576847,0.010601842168415362,13.436132263108519,synthetic
dff,1.62,-40,fs,2e-14,2,1.68e-06,8.4e-07,60.52732353507984,65.73460787723977,63.1309657061598,0.021411817412492675,26.325306835920625,synthetic
dff,1.62,-40,fs,2e-14,4,3.36e-06,1.68e-06,29.788802135010787,32.82883867987422,31.308820407442504,0.04350628112289252,49.110877814839895,synthetic
dff,1.62,-40,fs,2e-14,8,6.72e-06,3.36e-06,14.967683926375887,16.15059398268839,15.55913895453214,0.08658654247209238,108.3948107484417,synthetic
dff,1.62,-40,fs,5e-14,1,8.4e-07,4.2e-07,302.392742741278,329.43183143643404,315.91228708885603,0.004285817140488836,32.13560416582576,synthetic
dff,1.62,-40,fs,5e-14,2,1.68e-06,8.4e-07,148.68840218020003,164.26670860364084,156.47755539192042,0.00871621445248526,61.44651479248718,synthetic
dff,1.62,-40,fs,5e-14,4,3.36e-06,1.68e-06,75.06734587500831,79.1322745029906,77.09981018899946,0.01726449743085254,138.53138775874916,synthetic
dff,1.62,-40,fs,5e-14,8,6.72e-06,3.36e-06,37.86723396326816,41.070590157349194,39.46891206030868,0.034224839375834565,251.4727869300517,synthetic
dff,1.62,-40,sf,1e-15,1,8.4e-07,4.2e-07,5.468361195266639,5.852226448493104,5.660293821879872,0.23699970680828572,0.6724345530864992,synthetic
dff,1.62,-40,sf,1e-15,2,1.68e-06,8.4e-07,2.7738389656897953,2.933595346626769,2.8537171561582824,0.4672225085992735,1.388686258832939,synthetic
dff,1.62,-40,sf,1e-15,4,3.36e-06,1.68e-06,1.393482308181474,1.428342814008974,1.410912561095224,0.9300441005894863,2.465366276941937,synthetic
dff,1.62,-40,sf,1e-15,8,6.72e-06,3.36e-06,0.6765389509472566,0.7299942959911531,0.7032666234692049,1.9156324971169876,5.335251817879187,synthetic
dff,1.62,-40,sf,5e-15,1,8.4e-07,4.2e-07,27.035255041758063,29.580768665854492,28.308011853806278,0.047937406101707825,3.4972674435192985,synthetic
dff,1.62,-40,sf,5e-15,2,1.68e-06,8.4e-07,13.397745835304915,14.814720018895525,14.10623292710022,0.096732690404147,6.893805213256805,synthetic
dff,1.62,-40,sf,5e-15,4,3.36e-06,1.68e-06,6.937758608512144,7.354012565994631,7.145885587253387,0.18680384734197858,13.199106671383985,synthetic
dff,1.62,-40,sf,5e-15,8,6.72e-06,3.36e-06,3.3584469179936884,3.6321678335547984,3.495307375774243,0.38589265563685643,25.052243482931996,synthetic
dff,1.62,-40,sf,1e-14,1,8.4e-07,4.2e-07,54.92726466864016,58.734483465172566,56.83087406690636,0.02359483960867854,6.7726748571069395,synthetic
dff,1.62,-40,sf,1e-14,2,1.68e-06,8.4e-07,27.39768441161698,29.24168033844955,28.319682375033267,0.047303267696976584,12.766192164591146,synthetic
dff,1.62,-40,sf,1e-14,4,3.36e-06,1.68e-06,13.833948348663453,14.786610086774928,14.310279217719192,0.09368258195970577,25.613941188504352,synthetic
dff,1.62,-40,sf,1e-14,8,6.72e-06,3.36e-06,6.915486175213015,7.3311284016899085,7.123307288451462,0.18740547911804337,52.6118390180534,synthetic
dff,1.62,-40,sf,2e-14,1,8.4e-07,4.2e-07,108.17399071260957,116.77297947009005,112.4734850913498,0.011980698793327672,13.339477761018356,synthetic
dff,1.62,-40,sf,2e-14,2,1.68e-06,8.4e-07,53.442940461583234,59.08117582233486,56.262058141959045,0.024250162674555924,26.654683702190045,synthetic
dff,1.62,-40,sf,2e-14,4,3.36e-06,1.68e-06,28.03346529548852,29.1047727762611,28.56911903587481,0.04623046014252716,53.53627976862214,synthetic
dff,1.62,-40,sf,2e-14,8,6.72e-06,3.36e-06,13.719396766796608,14.27440665973973,13.99690171326817,0.09446479477410784,108.29844992538864,synthetic
dff,1.62,-40,sf,5e-14,1,8.4e-07,4.2e-07,263.98756741427184,291.9718522916522,277.97970985296206,0.00490932210442398,32.32123278006641,synthetic
dff,1.62,-40,sf,5e-14,2,1.68e-06,8.4e-07,133.97209213981728,152.2979261503431,143.13500914508018,0.009673656500396038,65.37555103141707,synthetic
dff,1.62,-40,sf,5e-14,4,3.36e-06,1.68e-06,66.63634461175195,76.4619953863641,71.54916999905802,0.019448845934616862,134.15968919337058,synthetic
dff,1.62,-40,sf,5e-14,8,6.72e-06,3.36e-06,34.02864963492795,37.49661468221744,35.7626321585727,0.038085554787038914,253.35993867899134,synthetic
dff,1.62,27,tt,1e-15,1,8.4e-07,4.2e-07,8.31456313601471,9.508824174197876,8.911693655106294,0.1558710877287525,0.6496796043140224,synthetic
dff,1.62,27,tt,1e-15,2,1.68e-06,8.4e-07,4.265380671627914,4.735611075534324,4.500495873581119,0.30384157939773576,1.3504657038669952,synthetic
dff,1.62,27,tt,1e-15,4,3.36e-06,1.68e-06,2.1621021417788766,2.3301439904709906,2.246123066124934,0.5994166394626075,2.5927499987377924,synthetic
dff,1.62,27,tt,1e-15,8,6.72e-06,3.36e-06,1.099150755888079,1.1605969338523299,1.1298738448702044,1.1790921245856518,5.1846304844819455,synthetic
dff,1.62,27,tt,5e-15,1,8.4e-07,4.2e-07,43.748766487135214,46.67108807803,45.20992728258261,0.029623692370414668,3.321624736067554,synthetic
dff,1.62,27,tt,5e-15,2,1.68e-06,8.4e-07,21.745006842305205,23.9031368095045,22.824071825904852,0.05959988927106773,6.478026645151278,synthetic
dff,1.62,27,tt,5e-15,4,3.36e-06,1.68e-06,10.76522521116366,11.49504001166337,11.130132611413515,0.12038763468283355,13.014733057018702,synthetic
dff,1.62,27,tt,5e-15,8,6.72e-06,3.36e-06,5.4371913159234415,5.699143824339061,5.568167570131251,0.23835835906757868,27.66866011752632,synthetic
dff,1.62,27,tt,1e-14,1,8.4e-07,4.2e-07,84.7137301965813,94.335470494016,89.52460034529864,0.01529858261456065,6.927796139752186,synthetic
dff,1.62,27,tt,1e-14,2,1.68e-06,8.4e-07,43.47064773110737,46.69942523223222,45.085036481669796,0.029813220360012934,13.163334697437394,synthetic
dff,1.62,27,tt,1e-14,4,3.36e-06,1.68e-06,21.282120629684606,23.247389767008922,22.264755198346762,0.060896187111744916,26.777582543812134,synthetic
dff,1.62,27,tt,1e-14,8,6.72e-06,3.36e-06,10.769647545263766,11.566737193329356,11.16819236929656,0.12033819997850813,52.50904597241424,synthetic
dff,1.62,27,tt,2e-14,1,8.4e-07,4.2e-07,173.28572767902398,181.7845023033594,177.53511499119168,0.007478977163085079,13.355847002264042,synthetic
dff,1.62,27,tt,2e-14,2,1.68e-06,8.4e-07,86.93618608298648,93.14406036534103,90.04012322416375,0.014907486265418641,24.832420499915504,synthetic
dff,1.62,27,tt,2e-14,4,3.36e-06,1.68e-06,42.218412886484025,47.166355726643665,44.692384306563845,0.03069750640519476,52.6843359091322,synthetic
dff,1.62,27,tt,2e-14,8,6.72e-06,3.36e-06,21.64361126363501,23.381105667950777,22.512358465792893,0.05987910169951644,108.68770724881789,synthetic
dff,1.62,27,tt,5e-14,1,8.4e-07,4.2e-07,421.01354290722725,463.4770880678577,442.2453154875425,0.003078285774492488,33.21278058368758,synthetic
dff,1.62,27,tt,5e-14,2,1.68e-06,8.4e-07,213.15583058602684,237.11597985788123,225.13590522195403,0.006080058877286737,67.96512973914366,synthetic
dff,1.62,27,tt,5e-14,4,3.36e-06,1.68e-06,109.84202680773787,117.9890994181492,113.91556311294353,0.011798762619961989,125.2793895324299,synthetic
dff,1.62,27,tt,5e-14,8,6.72e-06,3.36e-06,54.126747023305164,58.24020226359305,56.1834746434491,0.023943799900666227,260.2997310747714,synthetic
dff,1.62,27,ff,1e-15,1,8.4e-07,4.2e-07,7.4146434200584395,8.051188429566533,7.732915924812486,0.1747892550697719,0.697523707154894,synthetic
dff,1.62,27,ff,1e-15,2,1.68e-06,8.4e-07,3.7011549855810575,3.9875365822568587,3.844345783918958,0.35016096463102764,1.348433544398561,synthetic
dff,1.62,27,ff,1e-15,4,3.36e-06,1.68e-06,1.875890132977267,1.9961599299665813,1.936025031471924,0.6908720170850783,2.6184293574664492,synthetic
dff,1.62,27,ff,1e-15,8,6.72e-06,3.36e-06,0.8993233109942919,0.9965051628980174,0.9479142369461546,1.4410835170803509,4.864474606086081,synthetic
dff,1.62,27,ff,5e-15,1,8.4e-07,4.2e-07,36.54443599667331,39.89855520582261,38.22149560124796,0.03546367496595041,3.2476167397405593,synthetic
dff,1.62,27,ff,5e-15,2,1.68e-06,8.4e-07,18.479090161142686,20.063961511201036,19.27152583617186,0.07013332305316594,6.934013251084242,synthetic
dff,1.62,27,ff,5e-15,4,3.36e-06,1.68e-06,9.01485305374533,9.958537033136231,9.48669504344078,0.14376274269513037,12.626918864873149,synthetic
dff,1.62,27,ff,5e-15,8,6.72e-06,3.36e-06,4.664037092596565,4.938323847029332,4.801180469812948,0.27787086043059117,25.77602101027759,synthetic
dff,1.62,27,ff,1e-14,1,8.4e-07,4.2e-07,73.57531378980869,77.32200265316207,75.44865822148537,0.017614603774608925,6.275517397897495,synthetic
dff,1.62,27,ff,1e-14,2,1.68e-06,8.4e-07,36.78159911041429,40.305694328046094,38.543646719230196,0.035235009660932674,13.278320558279999,synthetic
dff,1.62,27,ff,1e-14,4,3.36e-06,1.68e-06,18.59677308570958,19.955968464939353,19.276370775324466,0.06968950978898016,26.011538996644944,synthetic
dff,1.62,27,ff,1e-14,8,6.72e-06,3.36e-06,9.310373930783928,10.028171444888729,9.66927268783633,0.13919956487621735,58.286626768499836,synthetic
dff,1.62,27,ff,2e-14,1,8.4e-07,4.2e-07,141.5169113441349,158.7228695967415,150.1198904704382,0.009157916094200512,13.513400615172792,synthetic
dff,1.62,27,ff,2e-14,2,1.68e-06,8.4e-07,73.8028112125698,78.70052575725508,76.25166848491244,0.017560306697087857,25.379222757782756,synthetic
dff,1.62,27,ff,2e-14,4,3.36e-06,1.68e-06,36.81024811848638,39.515519612417705,38.162883865452045,0.03520758664349072,51.631851157052566,synthetic
dff,1.62,27,ff,2e-14,8,6.72e-06,3.36e-06,18.103983395380503,20.157819906364267,19.130901650872385,0.07158645540575859,106.21940773070936,synthetic
dff,1.62,27,ff,5e-14,1,8.4e-07,4.2e-07,366.9242645020404,407.5257681415925,387.22501632181644,0.0035320640398607203,31.52761921648484,synthetic
dff,1.62,27,ff,5e-14,2,1.68e-06,8.4e-07,182.85537712445793,203.4104052527387,193.1328911885983,0.007087568440045907,67.26455490593253,synthetic
dff,1.62,27,ff,5e-14,4,3.36e-06,1.68e-06,91.22504250700256,99.65817706137572,95.44160978418914,0.014206625334271755,136.9931216379284,synthetic
dff,1.62,27,ff,5e-14,8,6.72e-06,3.36e-06,46.33269326397215,49.914125285400296,48.123409274686225,0.027971609433888815,245.4916259662011,synthetic
dff,1.62,27,ss,1e-15,1,8.4e-07,4.2e-07,10.302698733129809,11.40419510559879,10.853446919364298,0.12579228351427243,0.6517425390933078,synthetic
dff,1.62,27,ss,1e-15,2,1.68e-06,8.4e-07,5.2687657036594775,5.497254366194701,5.383010034927089,0.24597791454265078,1.3022308731467716,synthetic
dff,1.62,27,ss,1e-15,4,3.36e-06,1.68e-06,2.5858134989419637,2.7207399504502607,2.653276724696112,0.5011962388355866,2.68153834875124,synthetic
dff,1.62,27,ss,1e-15,8,6.72e-06,3.36e-06,1.3218188247619487,1.390276152262278,1.3560474885121132,0.9804671984705633,5.520143358141144,synthetic
dff,1.62,27,ss,5e-15,1,8.4e-07,4.2e-07,50.52902677190811,56.29500217345179,53.41201447267995,0.02564862382666192,3.36341161060119,synthetic
dff,1.62,27,ss,5e-15,2,1.68e-06,8.4e-07,25.73928135016285,27.980266786450443,26.85977406830665,0.05035105612969262,6.340221813395725,synthetic
dff,1.62,27,ss,5e-15,4,3.36e-06,1.68e-06,13.053466305126385,14.028204745699185,13.540835525412785,0.09928397329152583,13.060786623210202,synthetic
dff,1.62,27,ss,5e-15,8,6.72e-06,3.36e-06,6.450189984587328,6.821738346258411,6.63596416542287,0.20092431433752816,26.445321273428235,synthetic
dff,1.62,27,ss,1e-14,1,8.4e-07,4.2e-07,102.36266392893185,115.70843787266696,109.03555090079941,0.012660866279328024,6.572184501197762,synthetic
dff,1.62,27,ss,1e-14,2,1.68e-06,8.4e-07,51.35074488597695,55.58977796976992,53.47026142787344,0.02523819280280619,13.493304271193958,synthetic
dff,1.62,27,ss,1e-14,4,3.36e-06,1.68e-06,25.95176223926514,28.104221943773418,27.02799209151928,0.04993880523609091,26.25406229210762,synthetic
dff,1.62,27,ss,1e-14,8,6.72e-06,3.36e-06,12.608748311849086,13.910551305924626,13.259649808886856,0.10278577761617169,54.25362421913712,synthetic
dff,1.62,27,ss,2e-14,1,8.4e-07,4.2e-07,208.11247268061982,220.39955749303752,214.25601508682865,0.006227401862592393,13.447309182461263,synthetic
dff,1.62,27,ss,2e-14,2,1.68e-06,8.4e-07,104.6621208303822,112.63277447374978,108.64744765206598,0.012382703405182542,25.90072199779407,synthetic
dff,1.62,27,ss,2e-14,4,3.36e-06,1.68e-06,51.955294146560966,55.570886814830644,53.76309048069581,0.02494452242622488,49.14092297536066,synthetic
dff,1.62,27,ss,2e-14,8,6.72e-06,3.36e-06,26.04206124536553,28.496553874692044,27.269307560028786,0.0497656459597889,104.7042670231081,synthetic
dff,1.62,27,ss,5e-14,1,8.4e-07,4.2e-07,516.4211445726377,559.9021981007138,538.1616713366757,0.00250957965919947,31.512179536634136,synthetic
dff,1.62,27,ss,5e-14,2,1.68e-06,8.4e-07,260.4453131882102,278.82476765533414,269.63504042177215,0.004976092616661713,61.58590609011907,synthetic
dff,1.62,27,ss,5e-14,4,3.36e-06,1.68e-06,128.71866581962226,136.97991641015437,132.84929111488833,0.010068469803875438,134.01418743745617,synthetic
dff,1.62,27,ss,5e-14,8,6.72e-06,3.36e-06,64.37945111610517,70.70575112223369,67.54260111916943,0.02013064693053577,268.07416120309955,synthetic
dff,1.62,27,fs,1e-15,1,8.4e-07,4.2e-07,8.9268830663335,9.697407770268189,9.312145418300844,0.1451794529366789,0.6303842995230251,synthetic
dff,1.62,27,fs,1e-15,2,1.68e-06,8.4e-07,4.470130770508272,4.9440018482785515,4.7070663093934115,0.2899244041249021,1.3419532503466567,synthetic
dff,1.62,27,fs,1e-15,4,3.36e-06,1.68e-06,2.2588357925857974,2.475237729741319,2.367036761163558,0.5737468851228035,2.710241437911333,synthetic
dff,1.62,27,fs,1e-15,8,6.72e-06,3.36e-06,1.1197885979800912,1.2139608426025161,1.1668747202913037,1.1573613111776317,5.151987774489523,synthetic
dff,1.62,27,fs,5e-15,1,8.4e-07,4.2e-07,45.86909416030658,49.05816544751411,47.463629803910344,0.02825431859348796,3.4086320528325342,synthetic
dff,1.62,27,fs,5e-15,2,1.68e-06,8.4e-07,21.96875034597488,25.273318748078335,23.621034547026607,0.05899288669541705,6.476192159102202,synthetic
dff,1.62,27,fs,5e-15,4,3.36e-06,1.68e-06,11.449696343947242,12.484856065606868,11.967276204777054,0.11319077476540386,12.367142696178563,synthetic
dff,1.62,27,fs,5e-15,8,6.72e-06,3.36e-06,5.710177291891145,6.121694645342645,5.915935968616894,0.22696318060744136,25.67146170022704,synthetic
dff,1.62,27,fs,1e-14,1,8.4e-07,4.2e-07,89.49198177789268,98.61366652820614,94.05282415304941,0.014481744333436505,6.663857393877026,synthetic
dff,1.62,27,fs,1e-14,2,1.68e-06,8.4e-07,44.73790144074211,49.616142229396864,47.17702183506948,0.028968725806609995,13.118242976975704,synthetic
dff,1.62,27,fs,1e-14,4,3.36e-06,1.68e-06,22.782254665309186,23.97507707671815,23.378665871013666,0.05688638016909868,26.947626099309645,synthetic
dff,1.62,27,fs,1e-14,8,6.72e-06,3.36e-06,11.305325086165706,12.227603068659652,11.766464077412678,0.11463624355091848,54.08433259956026,synthetic
dff,1.62,27,fs,2e-14,1,8.4e-07,4.2e-07,182.0158026798654,194.22661485845776,188.12120876916157,0.007120260883498352,13.703587823752887,synthetic
