vdd,temp,cload_ff,drive_strength,proc_factor,cell_type_inv,cell_type_nand2,cell_type_dff,vdd_sq,inv_drive,vdd_minus_vth,tpd_ps,tpHL_ps,tpLH_ps,cell,proc,tpd_ps_log,split
1.62,-40.0,10.0,2.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,31.32772183199437,30.151911249527767,32.503532414460985,dff,fs,3.4445033870950166,val
1.62,-40.0,10.0,4.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,15.54923892134272,15.08086000886942,16.01761783381602,dff,fs,2.7440116934623497,train
1.62,-40.0,10.0,8.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,7.956016455689788,7.704774293876102,8.207258617503474,dff,fs,2.073928429326664,train
1.62,-40.0,20.0,1.0,1.05,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,126.97553273576848,122.24290641309472,131.7081590584422,dff,fs,4.843994412274243,test
1.62,-40.0,20.0,2.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,63.1309657061598,60.52732353507984,65.73460787723977,dff,fs,4.145211389366286,train
1.62,-40.0,20.0,4.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,31.308820407442504,29.788802135010787,32.82883867987422,dff,fs,3.443899860002051,test
1.62,-40.0,20.0,8.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,15.55913895453214,14.967683926375887,16.15059398268839,dff,fs,2.744648180106761,train
1.62,-40.0,50.0,1.0,1.05,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,315.91228708885603,302.392742741278,329.43183143643404,dff,fs,5.755464602552914,train
1.62,-40.0,50.0,2.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,156.47755539192042,148.68840218020003,164.26670860364084,dff,fs,5.0529125836690785,train
1.62,-40.0,50.0,4.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,77.09981018899946,75.06734587500831,79.1322745029906,dff,fs,4.345100818685572,train
1.62,-40.0,50.0,8.0,1.05,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,39.46891206030868,37.86723396326816,41.0705901573492,dff,fs,3.67551332558341,train
1.62,-40.0,1.0,1.0,0.95,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,5.660293821879872,5.468361195266639,5.852226448493104,dff,sf,1.733475802860621,train
1.62,-40.0,1.0,2.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,2.8537171561582824,2.7738389656897957,2.933595346626769,dff,sf,1.0486224097840866,val
1.62,-40.0,1.0,4.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,1.410912561095224,1.393482308181474,1.428342814008974,dff,sf,0.3442367014928182,train
1.62,-40.0,1.0,8.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,0.7032666234692049,0.6765389509472566,0.7299942959911531,dff,sf,-0.35201919382655456,train
1.62,-40.0,5.0,1.0,0.95,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,28.30801185380628,27.035255041758063,29.58076866585449,dff,sf,3.3431448689574905,train
1.62,-40.0,5.0,2.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,14.10623292710022,13.397745835304915,14.814720018895525,dff,sf,2.646616751275504,train
1.62,-40.0,5.0,4.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,7.145885587253387,6.937758608512144,7.354012565994631,dff,sf,1.9665367487332446,val
1.62,-40.0,5.0,8.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,3.495307375774243,3.3584469179936884,3.6321678335547984,dff,sf,1.2514213191074053,train
1.62,-40.0,10.0,1.0,0.95,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,56.83087406690636,54.92726466864016,58.734483465172566,dff,sf,4.040079735569186,val
1.62,-40.0,10.0,2.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,28.319682375033267,27.39768441161698,29.24168033844955,dff,sf,3.343557053191765,train
1.62,-40.0,10.0,4.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,14.310279217719192,13.833948348663451,14.786610086774928,dff,sf,2.660978105447826,val
1.62,-40.0,10.0,8.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,7.123307288451462,6.915486175213015,7.331128401689907,dff,sf,1.963372124378976,test
1.62,-40.0,20.0,1.0,0.95,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,112.4734850913498,108.17399071260957,116.77297947009004,dff,sf,4.7227175057887845,train
1.62,-40.0,20.0,2.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,56.262058141959045,53.442940461583234,59.08117582233486,dff,sf,4.030020385079375,test
1.62,-40.0,20.0,4.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,28.56911903587481,28.03346529548852,29.1047727762611,dff,sf,3.3523263804811183,train
1.62,-40.0,20.0,8.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,13.99690171326817,13.719396766796608,14.27440665973973,dff,sf,2.638835998928298,train
1.62,-40.0,50.0,1.0,0.95,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,277.97970985296206,263.98756741427184,291.9718522916522,dff,sf,5.627548124886595,val
1.62,-40.0,50.0,2.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,143.13500914508018,133.97209213981728,152.2979261503431,dff,sf,4.963788304754703,train
1.62,-40.0,50.0,4.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,71.54916999905802,66.63634461175195,76.4619953863641,dff,sf,4.270384905642486,train
1.62,-40.0,50.0,8.0,0.95,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,35.7626321585727,34.02864963492795,37.49661468221744,dff,sf,3.576903553820577,train
1.62,27.0,1.0,1.0,1.0,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,8.911693655106294,8.31456313601471,9.508824174197876,dff,tt,2.1873643081670826,train
1.62,27.0,1.0,2.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,4.500495873581119,4.265380671627914,4.735611075534324,dff,tt,1.5041875848344846,test
1.62,27.0,1.0,4.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,2.246123066124934,2.1621021417788766,2.33014399047099,dff,tt,0.809205648281277,train
1.62,27.0,1.0,8.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,1.1298738448702044,1.099150755888079,1.16059693385233,dff,tt,0.12210598478406613,train
1.62,27.0,5.0,1.0,1.0,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,45.20992728258261,43.748766487135214,46.67108807803,dff,tt,3.811316692868649,val
1.62,27.0,5.0,2.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,22.82407182590485,21.745006842305205,23.9031368095045,dff,tt,3.1278157608526564,train
1.62,27.0,5.0,4.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,11.130132611413517,10.76522521116366,11.49504001166337,dff,tt,2.409656079988577,test
1.62,27.0,5.0,8.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,5.568167570131251,5.4371913159234415,5.699143824339061,dff,tt,1.7170660177896209,train
1.62,27.0,10.0,1.0,1.0,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,89.52460034529864,84.7137301965813,94.335470494016,dff,tt,4.494513451705849,train
1.62,27.0,10.0,2.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,45.0850364816698,43.47064773110737,46.69942523223222,dff,tt,3.808550406126874,train
1.62,27.0,10.0,4.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,22.26475519834676,21.28212062968461,23.24738976700892,dff,tt,3.1030049438040255,val
1.62,27.0,10.0,8.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,11.16819236929656,10.769647545263766,11.566737193329356,dff,tt,2.41306977091613,train
1.62,27.0,20.0,1.0,1.0,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,177.53511499119168,173.28572767902398,181.7845023033594,dff,tt,5.179168420285802,train
1.62,27.0,20.0,2.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,90.04012322416375,86.93618608298648,93.14406036534103,dff,tt,4.500255384586726,train
1.62,27.0,20.0,4.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,44.692384306563845,42.218412886484025,47.16635572664367,dff,tt,3.7998031136493697,val
1.62,27.0,20.0,8.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,22.512358465792893,21.64361126363501,23.381105667950777,dff,tt,3.1140644235658383,train
1.62,27.0,50.0,1.0,1.0,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,442.2453154875425,421.0135429072273,463.4770880678577,dff,tt,6.091864740530527,train
1.62,27.0,50.0,2.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,225.13590522195403,213.15583058602684,237.11597985788123,dff,tt,5.416704243064511,train
1.62,27.0,50.0,4.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,113.91556311294352,109.84202680773788,117.9890994181492,dff,tt,4.735457499511793,train
1.62,27.0,50.0,8.0,1.0,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,56.1834746434491,54.12674702330517,58.24020226359305,dff,tt,4.0286226681695645,train
1.62,27.0,1.0,1.0,0.85,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,7.732915924812486,7.414643420058439,8.051188429566533,dff,ff,2.0454860133076744,val
1.62,27.0,1.0,2.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,3.844345783918958,3.7011549855810575,3.9875365822568583,dff,ff,1.3466034412556875,test
1.62,27.0,1.0,4.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,1.936025031471924,1.875890132977267,1.996159929966581,dff,ff,0.6606369182500998,train
1.62,27.0,1.0,8.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,0.9479142369461546,0.8993233109942919,0.9965051628980174,dff,ff,-0.05349124817591034,train
1.62,27.0,5.0,1.0,0.85,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,38.22149560124796,36.54443599667331,39.89855520582261,dff,ff,3.6433980694240122,train
1.62,27.0,5.0,2.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,19.27152583617186,18.47909016114269,20.06396151120104,dff,ff,2.9586286612413093,train
1.62,27.0,5.0,4.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,9.48669504344078,9.01485305374533,9.958537033136231,dff,ff,2.2498902952161903,train
1.62,27.0,5.0,8.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,4.801180469812948,4.664037092596565,4.938323847029332,dff,ff,1.568861818888753,val
1.62,27.0,10.0,1.0,0.85,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,75.44865822148537,73.57531378980869,77.32200265316207,dff,ff,4.3234524013776,train
1.62,27.0,10.0,2.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,38.5436467192302,36.78159911041429,40.305694328046094,dff,ff,3.651791280181647,train
1.62,27.0,10.0,4.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,19.276370775324462,18.59677308570958,19.955968464939357,dff,ff,2.958880033669068,train
1.62,27.0,10.0,8.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,9.66927268783633,9.310373930783928,10.028171444888727,dff,ff,2.268953093382804,train
1.62,27.0,20.0,1.0,0.85,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,150.1198904704382,141.5169113441349,158.7228695967415,dff,ff,5.011434244653166,test
1.62,27.0,20.0,2.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,76.25166848491244,73.8028112125698,78.70052575725508,dff,ff,4.334039297017462,train
1.62,27.0,20.0,4.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,38.162883865452045,36.81024811848638,39.515519612417705,dff,ff,3.6418634167186172,val
1.62,27.0,20.0,8.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,19.130901650872385,18.103983395380503,20.157819906364267,dff,ff,2.951304915162793,test
1.62,27.0,50.0,1.0,0.85,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,387.2250163218165,366.9242645020404,407.5257681415925,dff,ff,5.959005961584552,test
1.62,27.0,50.0,2.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,193.1328911885983,182.85537712445796,203.4104052527387,dff,ff,5.263378507340728,train
1.62,27.0,50.0,4.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,95.44160978418914,91.22504250700256,99.65817706137572,dff,ff,4.558514644623411,train
1.62,27.0,50.0,8.0,0.85,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,48.12340927468623,46.33269326397215,49.914125285400296,dff,ff,3.873768738029158,train
1.62,27.0,1.0,1.0,1.2,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,10.853446919364298,10.302698733129809,11.40419510559879,dff,ss,2.38448271795486,test
1.62,27.0,1.0,2.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,5.383010034927089,5.2687657036594775,5.497254366194701,dff,ss,1.6832477037656557,train
1.62,27.0,1.0,4.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,2.653276724696112,2.585813498941964,2.7207399504502607,dff,ss,0.9757953760470638,test
1.62,27.0,1.0,8.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,1.3560474885121132,1.321818824761949,1.390276152262278,dff,ss,0.30457420993161416,train
1.62,27.0,5.0,1.0,1.2,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,53.41201447267995,50.52902677190811,56.29500217345179,dff,ss,3.9780357107847593,train
1.62,27.0,5.0,2.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,26.85977406830665,25.73928135016285,27.980266786450443,dff,ss,3.2906297796042665,train
1.62,27.0,5.0,4.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,13.540835525412785,13.053466305126385,14.028204745699185,dff,ss,2.60570997351327,train
1.62,27.0,5.0,8.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,6.63596416542287,6.450189984587328,6.821738346258411,dff,ss,1.8925039722869255,train
1.62,27.0,10.0,1.0,1.2,0.0,0.0,1.0,2.6244000000000005,1.0,1.27,109.0355509007994,102.36266392893184,115.70843787266696,dff,ss,4.6916739841053525,val
1.62,27.0,10.0,2.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.5,1.27,53.47026142787344,51.35074488597695,55.58977796976992,dff,ss,3.9791256381926274,test
1.62,27.0,10.0,4.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.25,1.27,27.02799209151928,25.95176223926514,28.104221943773418,dff,ss,3.2968730730866325,train
1.62,27.0,10.0,8.0,1.2,0.0,0.0,1.0,2.6244000000000005,0.125,1.27,13.259649808886856,12.608748311849086,13.910551305924626,dff,ss,2.5847255748227673,train
